"bibliography.congress classifications","bibliography.languages","bibliography.subjects","bibliography.title","bibliography.type","metadata.downloads","metadata.id","metadata.rank","metadata.url","bibliography.author.birth","bibliography.author.death","bibliography.author.name","bibliography.publication.day","bibliography.publication.full","bibliography.publication.month","bibliography.publication.month name","bibliography.publication.year","metadata.formats.total","metadata.formats.types","metrics.difficulty.automated readability index","metrics.difficulty.coleman liau index","metrics.difficulty.dale chall readability score","metrics.difficulty.difficult words","metrics.difficulty.flesch kincaid grade","metrics.difficulty.flesch reading ease","metrics.difficulty.gunning fog","metrics.difficulty.linsear write formula","metrics.difficulty.smog index","metrics.sentiments.polarity","metrics.sentiments.subjectivity","metrics.statistics.average letter per word","metrics.statistics.average sentence length","metrics.statistics.average sentence per word","metrics.statistics.characters","metrics.statistics.polysyllables","metrics.statistics.sentences","metrics.statistics.syllables","metrics.statistics.words"
PS,en,"Philosophy, American;Nature",Nature,Text,766,29433,494,https://www.gutenberg.org/ebooks/29433,1803,1882,"Emerson, Ralph Waldo",17,"July 17, 2009",7,July,2009,8,"text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",11.4,10.91,7.4,2742,8.3,69.11,9.600000000000001,7.5,3.1,0.1648097319835015,0.5093548733047848,4.86,19.0,0.05,74572,570,775,21948.3,15335
B,en,"Philosophy, German;Ethics",Fundamental Principles of the Metaphysic of Morals,Text,766,5682,495,https://www.gutenberg.org/ebooks/5682,1724,1804,"Kant, Immanuel",1,"May, 2004",5,May,2004,7,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",22.3,12.14,7.08,2749,18.1,38.32,18.400000000000002,19.0,11.2,0.10948005550159794,0.4792892756999772,4.92,41.0,0.02,151363,1948,747,46692.9,30759
PS,en,"Horror tales, American;Haunted houses -- Fiction",The Shunned House,Text,764,31469,496,https://www.gutenberg.org/ebooks/31469,1890,1937,"Lovecraft, H. P. (Howard Phillips)",2,"March 2, 2010",3,March,2010,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",17.8,12.66,8.5,2315,13.8,49.49,14.0,14.0,8.8,0.025546147966118277,0.49969151496009734,5.06,30.0,0.03,54824,491,351,16094.7,10832
E151,en,"Washington, Booker T., 1856-1915;African Americans -- Biography;Tuskegee Institute;Educators -- United States -- Biography",Up from Slavery: An Autobiography,Text,763,2376,497,https://www.gutenberg.org/ebooks/2376,1856,1915,"Washington, Booker T.",1,"October, 2000",10,October,2000,6,"text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",12.9,9.99,6.06,5999,10.3,64.04,11.600000000000001,11.0,3.1,0.1367327312604272,0.4493854093057073,4.65,24.0,0.04,356613,2342,3087,106313.4,76625
D,en,"Europe -- History -- 18th century -- Biography;Casanova, Giacomo, 1725-1798","The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete",Text,763,2981,498,https://www.gutenberg.org/ebooks/2981,1725,1798,"Casanova, Giacomo",2,"November 2, 2006",11,November,2006,8,"text/plain,image/jpeg,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",10.0,8.18,1.57,42425,7.9,75.54,10.4,18.5,3.1,0.15815849218298605,0.5384640433750152,4.39,21.0,0.05,5512413,28825,58389,1674954.0,1256752
PS,en,"Walking -- Fiction,Humorous stories,Europe -- Fiction,Americans -- Europe -- Fiction",A Tramp Abroad,Text,762,119,499,https://www.gutenberg.org/ebooks/119,1835,1910,"Twain, Mark",1,June 2004,6,June,2004,8,"image/jpeg,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",12.1,10.62,6.42,17178,9.1,67.08,10.4,1.0,3.1,0.09660184565345213,0.4763224268840547,4.81,21.0,0.05,751486,4815,7162,215898.3,156139
PA,en,"Latin letters -- Translations into English;Lawyers -- Rome -- Correspondence;Pliny, the Younger -- Correspondence;Authors, Latin -- Rome -- Correspondence",Letters of Pliny,Text,760,2811,500,https://www.gutenberg.org/ebooks/2811,61,0,"Pliny, the Younger",1,"September, 2001",9,September,2001,8,"application/rdf+xml,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,text/plain",17.5,11.56,6.93,9797,13.4,55.92,14.8,10.5,8.8,0.13580304853976982,0.4889603033526516,4.87,32.0,0.03,441595,3287,2835,131226.3,90738
PT,en,German poetry -- Translations into English,Erotica Romana,Text,760,7889,502,https://www.gutenberg.org/ebooks/7889,1749,1832,"Goethe, Johann Wolfgang von",1,"April, 2005",4,April,2005,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",10.8,11.95,7.99,1516,7.2,72.16,8.4,11.0,3.1,0.1629299493766707,0.573497380124429,5.09,16.0,0.06,34257,136,405,9413.1,6726
PR,en,"Humorous stories,Foundlings -- Fiction,Bildungsromans,Identity (Psychology) -- Fiction,England -- Fiction,Young men -- Fiction","History of Tom Jones, a Foundling",Text,758,6593,504,https://www.gutenberg.org/ebooks/6593,1707,1754,"Fielding, Henry",1,"September, 2004",9,September,2004,8,"text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",16.0,10.98,5.95,19407,12.2,58.96,13.600000000000001,11.0,3.1,0.1310567621002875,0.5200272776474321,4.77,29.0,0.03,1672513,9755,11701,487581.3,350346
QH,en,"Microscopy -- Early works to 1800,Magnifying glasses -- Early works to 1800,Natural history -- Pre-Linnean works",Micrographia: Some Physiological Descriptions of Minute Bodies Made by Magnifying Glasses with Observations and Inquiries Thereupon,Text,757,15491,505,https://www.gutenberg.org/ebooks/15491,1635,1703,"Hooke, Robert",29,"March 29, 2005",3,March,2005,8,"application/rdf+xml,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,text/plain",30.9,11.45,7.78,11893,23.9,28.51,25.6,8.0,8.8,0.10917004633413949,0.4381462192523331,4.8,59.0,0.02,742341,5020,2599,215468.1,154574
PR,en,"Fathers and daughters -- Fiction;London (England) -- Fiction;Children of prisoners -- Fiction;Debt, Imprisonment for -- Fiction;Inheritance and succession -- Fiction;Domestic fiction;Love stories;Marshalsea Prison (Southwark, London, England) -- Fiction",Little Dorrit,Text,757,963,507,https://www.gutenberg.org/ebooks/963,1812,1870,"Dickens, Charles",1,"July, 1997",7,July,1997,8,"image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",11.0,10.39,5.68,23486,8.3,69.11,9.600000000000001,1.5,3.1,0.09840652753558704,0.49970642543609906,4.77,19.0,0.05,1608982,9258,16950,456670.8,337359
"PR,PZ",en,"England -- Fiction,Brothers and sisters -- Fiction,Country life -- England -- Fiction,Family life -- Fiction,Railroads -- Fiction",The Railway Children,Text,756,1874,508,https://www.gutenberg.org/ebooks/1874,1858,1924,"Nesbit, E. (Edith)",1,"August, 1999",8,August,1999,7,"text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",7.8,9.45,5.65,4962,5.2,82.65,7.6000000000000005,2.5,3.1,0.06549923844397323,0.5006044720634757,4.71,14.0,0.07,279395,633,4235,74823.3,59291
PS,en,"Conduct of life -- Fiction,Egoism -- Fiction,Man-woman relationships -- Fiction,Fate and fatalism -- Fiction",The Beast in the Jungle,Text,755,1093,509,https://www.gutenberg.org/ebooks/1093,1843,1916,"James, Henry",6,"February 6, 2005",2,February,2005,7,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",11.0,9.63,6.64,2309,7.9,75.54,10.4,18.0,3.1,0.07474334581879288,0.5154066496252067,4.64,21.0,0.05,86054,449,877,24635.7,18565
E300,en,"Statesmen -- United States -- Biography;Franklin, Benjamin, 1706-1790",The Autobiography of Benjamin Franklin,Text,755,148,510,https://www.gutenberg.org/ebooks/148,1706,1790,"Franklin, Benjamin",22,"May 22, 2008",5,May,2008,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",16.9,11.27,6.92,7321,13.0,56.93,14.4,13.5,8.8,0.14727735759944593,0.4768185158753315,4.82,31.0,0.03,318812,2428,2116,93075.3,66189
"PA,JC",en,Political science -- Early works to 1800,Politics: A Treatise on Government,Text,749,6762,511,https://www.gutenberg.org/ebooks/6762,-384,-322,Aristotle,1,"October, 2004",10,October,2004,6,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",30.0,11.33,7.52,6815,23.2,30.54,24.8,8.0,11.2,0.13134042852935468,0.49212470420499255,4.78,57.0,0.02,488832,4555,1768,148254.3,102328
PZ,en,"India -- Juvenile fiction,Pride and vanity -- Juvenile fiction,Tiger -- Juvenile fiction,Boys -- Juvenile fiction,Children's stories",Little Black Sambo,Text,748,17824,512,https://www.gutenberg.org/ebooks/17824,1862,1946,"Bannerman, Helen",22,"February 22, 2006",2,February,2006,7,"text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",11.0,11.95,5.88,107,6.0,80.62,8.4,6.0,3.1,0.0835477633477634,0.584110137085137,5.09,16.0,0.06,5940,35,69,1504.8,1166
PA,en,"Classical literature;Mythology, Classical -- Poetry;Latin poetry -- Translations into English;Metamorphosis -- Mythology -- Poetry;Fables, Latin -- Translations into English","The Metamorphoses of Ovid, Books I-VII",Text,748,21765,513,https://www.gutenberg.org/ebooks/21765,-43,17,Ovid,8,"June 8, 2007",6,June,2007,11,"image/png,text/html,image/jpeg,text/html; charset=utf-8,text/plain; charset=us-ascii,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",13.6,11.9,6.55,14053,9.9,65.05,11.200000000000001,6.0,3.1,0.09367783133876323,0.47626123465595904,4.98,23.0,0.04,623738,3149,5429,173099.7,125286
PS,en,"United States -- Social life and customs -- 19th century -- Fiction;Humorous stories, American",The Man That Corrupted Hadleyburg,Text,744,1213,515,https://www.gutenberg.org/ebooks/1213,1835,1910,"Twain, Mark",1,"April 1, 2005",4,April,2005,7,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",9.9,10.67,6.85,2705,7.2,72.16,8.4,8.0,3.1,0.09274477611102043,0.5208829284962013,4.87,16.0,0.06,85953,524,1046,24031.8,17638
DA,en,"Great Britain -- History -- Anglo-Saxon period, 449-1066 -- Sources;Anglo-Saxons -- Early works to 1800",The Anglo-Saxon Chronicle,Text,743,657,516,https://www.gutenberg.org/ebooks/657,0,0,Unknown,1,"September, 1996",9,September,1996,6,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain",13.4,11.26,6.17,8350,8.7,73.51,11.200000000000001,6.5,3.1,0.16515052260401172,0.4461526575504723,4.87,23.0,0.04,461915,1958,3985,127634.4,94777
G,en,"Voyages and travels;Polo, Marco, 1254-1323?;Mongols -- History;Asia -- Description and travel -- Early works to 1800",The Travels of Marco Polo — Volume 1,Text,741,10636,518,https://www.gutenberg.org/ebooks/10636,0,0,Rustichello of Pisa,8,"January 8, 2004",1,January,2004,8,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",12.4,11.66,6.37,37016,8.7,68.1,10.0,14.5,3.1,0.1420976648832381,0.442754173461787,4.99,20.0,0.05,1673904,11217,16218,469475.1,335271
PS,en,"Women -- Fiction,Black humor,Utopian fiction,Utopias -- Fiction",Herland,Text,740,32,519,https://www.gutenberg.org/ebooks/32,1860,1935,"Gilman, Charlotte Perkins",10,"May 10, 1992",5,May,1992,7,"text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",9.8,10.84,6.52,6916,7.2,72.16,8.4,7.0,3.1,0.1729446879344882,0.53168394027086,4.9,16.0,0.06,255637,1794,3179,73086.3,52145
E151,en,"United States -- Race relations,African Americans",Darkwater: Voices from Within the Veil,Text,738,15210,521,https://www.gutenberg.org/ebooks/15210,1868,1963,"Du Bois, W. E. B. (William Edward Burghardt)",28,"February 28, 2005",2,February,2005,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",11.9,11.49,6.82,9331,8.7,68.1,10.0,9.0,3.1,0.06572445072951862,0.467190156986487,4.96,20.0,0.05,333620,2447,3357,94956.3,67209
"PZ,PN",en,"English poetry,American poetry",Poems Every Child Should Know: The What-Every-Child-Should-Know-Library,Text,736,16436,522,https://www.gutenberg.org/ebooks/16436,0,0,Unknown,4,"August 4, 2005",8,August,2005,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",11.6,10.79,6.54,8057,7.6,76.56,10.0,4.5,3.1,0.1399639267053682,0.5040799761073192,4.84,20.0,0.05,322257,595,3264,83416.5,66584
,en,"Highlands (Scotland) -- History,Land tenure -- Scotland Highlands","The History of the Highland Clearances: Second Edition, Altered and Revised",Text,736,51271,523,https://www.gutenberg.org/ebooks/51271,1838,1898,"Mackenzie, Alexander",21,"February 21, 2016",2,February,2016,6,"text/html,image/jpeg,text/plain; charset=utf-8,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",17.8,12.43,6.9,10965,13.0,56.93,14.4,5.0,8.8,0.07718098142281746,0.4697218894808295,5.02,31.0,0.03,503206,4009,3214,144071.1,100172
PK,en,"Rama (Hindu deity) -- Poetry;Epic poetry, Sanskrit -- Translations into English;Folklore -- India","The Rámáyan of Válmíki, translated into English verse",Text,735,24869,526,https://www.gutenberg.org/ebooks/24869,0,0,Valmiki,18,"March 18, 2008",3,March,2008,10,"text/plain; charset=utf-8,text/plain; charset=us-ascii,text/html; charset=utf-8,application/x-mobipocket-ebook,application/prs.tei,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/pdf",12.7,11.43,5.6,23394,7.9,75.54,10.4,5.5,3.1,0.16962008289702457,0.5743996160292576,4.95,21.0,0.05,1980031,5132,18440,518013.9,400089
PQ,en,"Paris (France) -- Fiction;Older men -- Fiction;French fiction -- Translations into English;France -- History -- Louis XVIII, 1814-1824 -- Fiction;Fathers and daughters -- Fiction",Father Goriot,Text,734,1237,529,https://www.gutenberg.org/ebooks/1237,1799,1850,"Balzac, Honore de",1,"March, 1998",3,March,1998,7,"text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",9.3,9.63,6.01,10038,6.4,79.6,8.8,13.5,3.1,0.11147353474674829,0.5082681997197646,4.69,17.0,0.06,485775,2170,6027,138978.0,103583
PR,en,"Arthur, King -- Legends;Arthurian romances",Le Morte d'Arthur: Volume 2,Text,732,1252,530,https://www.gutenberg.org/ebooks/1252,0,1471,"Malory, Thomas, Sir",1,"March, 1998",3,March,1998,8,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",12.7,8.36,1.9,6708,9.1,77.91,12.8,9.0,3.1,0.23133317189072047,0.5263660373177697,4.37,27.0,0.04,819850,2020,6924,231940.8,187720
PR,en,"Mothers and daughters -- Drama,Aristocracy (Social class) -- Drama,Marriage -- Drama",Lady Windermere's Fan,Text,724,790,536,https://www.gutenberg.org/ebooks/790,1854,1900,"Wilde, Oscar",26,"October 26, 2014",10,October,2014,6,"text/html,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",6.4,9.54,5.68,2009,4.4,79.26,5.6000000000000005,3.5,3.1,0.05425811352354649,0.550640450750721,4.93,9.0,0.11,97694,289,2167,26986.5,19823
PR,en,"Sonnets, English;English poetry",Shakespeare's Sonnets,Text,723,1041,537,https://www.gutenberg.org/ebooks/1041,1564,1616,"Shakespeare, William",1,"September, 1997",9,September,1997,7,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",17.9,10.34,7.19,2091,11.8,70.81,15.600000000000001,26.5,3.1,0.1657473171273164,0.5568314774114779,4.66,34.0,0.03,82358,98,509,21980.7,17682
E300,en,"Fugitive slaves -- United States -- Biography,Fugitive slaves -- United States -- History -- 19th century,Underground Railroad,Antislavery movements -- United States -- History -- 19th century,Abolitionists -- United States -- Biography","The Underground Railroad: A Record of Facts, Authentic Narratives, Letters, &c., Narrating the Hardships, Hair-Breadth Escapes and Death Struggles of the Slaves in Their Efforts for Freedom, As Related by Themselves and Others, or Witnessed by the Author.",Text,721,15263,540,https://www.gutenberg.org/ebooks/15263,1821,1902,"Still, William",5,"March 5, 2005",3,March,2005,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",12.2,11.02,5.68,25467,9.1,67.08,10.4,11.0,3.1,0.1177308434640337,0.4812606738549223,4.88,21.0,0.05,1969355,13163,18936,564976.8,403272
PR,en,"England -- Social life and customs -- 19th century -- Fiction,Theatrical companies -- Fiction,Poor families -- Fiction,Bildungsromans,Picaresque literature,England -- Fiction,Boarding schools -- Fiction,Young men -- Fiction",Nicholas Nickleby,Text,721,967,541,https://www.gutenberg.org/ebooks/967,1812,1870,"Dickens, Charles",27,"April 27, 2006",4,April,2006,8,"application/x-mobipocket-ebook,image/jpeg,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",11.8,11.37,5.7,22937,8.3,69.11,9.600000000000001,14.0,3.1,0.10045983794722292,0.5053049590767626,4.94,19.0,0.05,1592784,9785,16183,443869.2,322303
PR,en,"Unmarried couples -- Fiction,Wessex (England) -- Fiction,Illegitimate children -- Fiction,Love stories,Children -- Death -- Fiction,Didactic fiction,Stonemasons -- Fiction,Adultery -- Fiction",Jude the Obscure,Text,720,153,542,https://www.gutenberg.org/ebooks/153,1840,1928,"Hardy, Thomas",1,"August, 1994",8,August,1994,8,"application/rdf+xml,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,text/plain",9.2,10.09,5.96,13910,6.0,80.62,8.4,9.0,3.1,0.054030616478408136,0.4779028737010099,4.77,16.0,0.06,686001,4085,8767,194140.8,143965
"PZ,PS",en,"Universities and colleges -- Fiction,Schools -- Fiction,Philanthropists -- Fiction,Epistolary fiction,Orphans -- Fiction,Bildungsromans,Women college students -- Fiction,Letters -- Fiction,Boarding schools -- Fiction,Women authors -- Fiction,Young women -- Fiction,Love stories",Daddy-Long-Legs,Text,718,157,543,https://www.gutenberg.org/ebooks/157,1876,1916,"Webster, Jean",9,"June 9, 2008",6,June,2008,6,"text/html,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",8.1,9.45,6.24,4473,5.2,82.65,7.6000000000000005,13.5,3.1,0.10867507730210725,0.5058662420528458,4.71,14.0,0.07,174193,1025,2513,49631.4,36951
PR,en,"Married women -- Fiction,Landlord and tenant -- Fiction,Alcoholics -- Fiction,England -- Social life and customs -- 19th century -- Fiction,England -- Fiction,Domestic fiction",The Tenant of Wildfell Hall,Text,718,969,544,https://www.gutenberg.org/ebooks/969,1820,1849,"Bronte, Anne",2,"February 2, 2010",2,February,2010,7,"text/html,text/plain; charset=utf-8,text/plain; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",12.4,10.51,6.14,14540,9.9,65.05,11.200000000000001,11.0,3.1,0.09122811176435702,0.5195436739863183,4.74,23.0,0.04,798839,4785,7296,229651.2,168520
PE,en,English language -- Terms and phrases,"Fifteen Thousand Useful Phrases: A Practical Handbook Of Pertinent Expressions, Striking Similes, Literary, Commercial, Conversational, And Oratorical Terms, For The Embellishment Of Speech And Literature, And The Improvement Of The Vocabulary Of Those Persons Who Read, Write, And Speak English",Text,717,18362,545,https://www.gutenberg.org/ebooks/18362,1868,1953,"Kleiser, Grenville",10,"May 10, 2006",5,May,2006,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",125.1,19.46,17.9,13477,96.1,-175.51,96.0,6.0,28.7,0.09818513553187844,0.5986855126987548,6.08,235.0,0.0,496119,7003,346,137055.6,81607
PR,en,"Political fiction,Kings and rulers -- Fiction,British -- Afghanistan -- Fiction,Afghanistan -- Fiction",The Man Who Would Be King,Text,714,8147,548,https://www.gutenberg.org/ebooks/8147,1865,1936,"Kipling, Rudyard",1,"May, 2005",5,May,2005,8,"text/html; charset=utf-8,text/plain; charset=us-ascii,text/plain; charset=utf-8,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",8.7,8.93,6.45,1767,6.4,79.6,8.8,13.0,3.1,0.06080768825544365,0.43278862233970516,4.57,17.0,0.06,64923,227,822,18047.7,14194
